2020-12-18 16:13:40,676 'g'
2020-12-18 16:13:40,682 'v'
2020-12-18 16:13:40,751 'r'
2020-12-18 16:13:40,758 'z'
2020-12-18 16:13:41,180 Key.enter
2020-12-18 16:14:35,604 'p'
2020-12-18 16:14:35,675 'o'
2020-12-18 16:14:35,744 'k'
2020-12-18 16:14:35,833 'e'
2020-12-18 16:14:35,930 'm'
2020-12-18 16:14:36,030 'e'
2020-12-18 16:14:36,042 'o'
2020-12-18 16:14:36,161 'n'
2020-12-18 16:14:36,268 'f'
2020-12-18 16:14:36,347 'e'
2020-12-18 16:14:36,406 'a'
2020-12-18 16:14:37,840 'e'
2020-12-18 16:14:37,892 'a'
2020-12-18 16:14:38,008 'f'
2020-12-18 16:14:38,193 'a'
2020-12-18 16:14:38,404 Key.backspace
2020-12-18 16:14:38,592 Key.backspace
2020-12-18 16:14:38,783 'f'
2020-12-18 16:14:38,832 'e'
2020-12-18 16:14:38,913 'a'
2020-12-18 16:14:39,424 'k'
2020-12-18 16:14:39,615 Key.backspace
2020-12-18 16:14:39,818 Key.backspace
2020-12-18 16:14:40,037 Key.backspace
2020-12-18 16:14:40,705 Key.backspace
2020-12-18 16:14:41,054 Key.backspace
2020-12-18 16:14:41,251 Key.backspace
2020-12-18 16:15:39,669 'o'
2020-12-18 16:15:39,711 'i'
2020-12-18 16:15:39,862 'n'
2020-12-18 16:15:40,041 'o'
2020-12-18 16:15:40,056 'i'
2020-12-18 16:15:40,358 'n'
